url;house_id;city;house_type;building_type;price;price_m2;room;bedroom;bathroom;living_area;energy_label;zip;address;year_built;house_age;descrip;photo;m3_gasverbruik_per_jaar;kwh_stroomvebruik_per_jaar
https://www.funda.nl/huur/zuidlaarderveen/huis-43587549-dorpsstraat-35/;43587549;zuidlaarderveen;huis;Bestaande bouw;1050;13.0;3;2;0;81;A;9474;Dorpsstraat 35;1953;71;"ER ZIJN INMIDDELS  VOLDOENDE  AANVRAGEN ONTVANGEN.  REAGEREN HEEFT  GEEN ZIN MEER. Gezien  de  vele reacties kunnen wij niet iedereen voorzien van  een persoonlijke reactie.   Let op:  U kunt  alleen online  reageren  op deze woning. Doe dit via het contactformulier van Funda, onze website of  Wij maken op basis van binnenkomst een selectie voor de eerste vijf kandidaten die kunnen bezichtigen. Telefonisch kunnen wij geen bezichtigingsafspraak voor u inplannen.  Aan de Dorpsstraat 35 in Zuidlaarderveen wordt u deze fijne vrijstaande woning voor onbepaalde tijd te huur aangeboden. De woning is door de huidige eigenaar volledig gerenoveerd en gemoderniseerd. De woning beschikt op de begane grond over een woonkamer met open keuken, badkamer, bijkeuken en hal met toilet. Op de bovenverdieping bevinden zich naast de ruime overloop twee slaapkamers (ieder met dakraam en wastafel) en knieschotten met opbergruimte. In de grote schuur achter de woning is een aparte berging afgetimmerd die behoort bij het te verhuren object en tevens dient als achteringang. Ook kunt u gebruik maken van het naastgelegen terras en er is ruimte voor het parkeren van meerdere auto's.  Omgeving: Zuidlaarderveen ligt op de grens van de Hondsrug en het stroomdallandschap van de Drentsche Aa en is oostelijk gelegen van het gezellige Zuidlaren en vlakbij het ruime aanbod aan voorzieningen in Hoogezand-Sappemeer. De stad Groningen ligt op ongeveer 25 km en is makkelijk te bereiken via de A7 en het treinstation in Kropswolde.   Bijzonderheden huur:  *      huurperiode onbepaalde tijd; *	huurprijs € 1.050,00 per maand; *      voorschot nutsvoorzieningen en internet/tv € 250,00 per maand; *      elektriciteit wordt berekend op basis van een zich in het pand bevindende individuele meter; *      zonnepanelen; *      energielabel A; *      waarborgsom € 1.050,00 te storten voor aanvang huur; *	NVM woontoets wordt uitgevoerd door de Validatagroep; *      het betreffende woongedeelte is niet ingemeten.  In het kader van de Wet goed verhuurderschap kunt u onze 'werkwijze voor het aanbieden van huurwoningen ter voorkoming van woondiscriminatie' terugvinden als bijlage in de brochure van dit te verhuren object.";https://cloud.funda.nl/valentina_media/189/894/320_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/189/894/320_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/189/894/320_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/189/894/320_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/189/894/320_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/189/894/320_2160x1440.jpg 2160w, https://cloud.funda.nl/valentina_media/189/894/321_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/189/894/321_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/189/894/321_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/189/894/321_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/189/894/321_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/189/894/321_2160x1440.jpg 2160w, https://cloud.funda.nl/valentina_media/189/894/319_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/189/894/319_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/189/894/319_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/189/894/319_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/189/894/319_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/189/894/319_2160x1440.jpg 2160w, https://cloud.funda.nl/valentina_media/189/894/322_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/189/894/322_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/189/894/322_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/189/894/322_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/189/894/322_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/189/894/322_2160x1440.jpg 2160w, https://cloud.funda.nl/valentina_media/189/897/043_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/189/897/043_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/189/897/043_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/189/897/043_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/189/897/043_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/189/897/043_2160x1440.jpg 2160w;929;1158
