url;house_id;city;house_type;building_type;price;price_m2;room;bedroom;bathroom;living_area;energy_label;zip;address;year_built;house_age;descrip;photo;m3_gasverbruik_per_jaar;kwh_stroomvebruik_per_jaar
https://www.funda.nl/huur/westervoort/appartement-43564057-dorpsplein-60/;43564057;westervoort;appartement;Bestaande bouw;910;12.1;3;2;2;75;A;6931;Dorpsplein 60;1991;33;"Algemeen 												 Westervoort  is  een gemeente  in De  Liemers, in de provincie  Gelderland.  De gemeente telt ruim 15.300  inwoners  en heeft  een oppervlakte van  7,85 km²  (waarvan  1 km² water).  Westervoort  ligt  bij Arnhem; noordelijk van de Rijn, oostelijk van de IJssel, precies waar deze zich afsplitst.  De gemeente Westervoort maakt deel uit van de Stadsregio Arnhem-Nijmegen.						                                                    Bezienswaardig in Westervoort zijn onder andere het Protestantse kerkje aan de Dorpstraat en het ""kasteeltje"" oftewel Huize Vredenburg. Ook bijzonder is de voormalige Nederlands Hervormde kerk aan de Brouwerslaan.	  Voorzieningen 												                               Op dit moment heeft Westervoort twee kerken, voldoende basisscholen, peuterspeelzalen, een overdekt winkelcentrum, een sporthal met zwembad, tennisbanen, een manege en een sociaal-cultureel centrum plus sportzaal. Met al deze voorzieningen kent Westervoort een rijk verenigingsleven, zowel op sport- als cultuurgebied.  Bereikbaarheid	 Westervoort kent goede verbindingen met de rest van Nederland en ligt dicht bij de Duitse grens. Westervoort is ook per trein bereikbaar.  De appartementen Type A1sp: De appartementen zijn in hartje centrum boven de winkels gelegen.  Deze appartementen bieden u twee slaapkamers, een woonkamer met open keuken, badkamer met douche en wastafel en een loggia. De berging bevindt zich op de begane grond en is buitendoor bereikbaar. Verwarming geschiedt middels stadsverwarming.  Huurprijs: € 910 p.m. Servicekosten: € 105 p.m. (incl. voorschot stookkosten) De woning is te huur vanaf 1 juni 2024. De minimale huurperiode is 12 maanden. Getoonde foto’s zijn van een soortgelijke woning.  Vragen over deze woning? Voor vragen over deze woning kunt u contact opnemen met ons kantoor in Nijmegen.  Interesse in deze woning? Schrijft u zich kosteloos en vrijblijvend in op onze website NMGwonen.nl. Vervolgens kunt u bij de woning klikken op de knop [REAGEER]: u geeft hiermee aan dat u interesse hebt in de woning. Indien er meerdere kandidaten gereageerd hebben, wordt de woning aangeboden aan de best passende kandidaat, waarbij wij de kandidaten beoordelen op volgorde van binnenkomst.  Om in aanmerking te komen voor deze woning dient het bruto maandinkomen minimaal 4x de huurprijs per maand te bedragen. Het inkomen van een eventuele partner mag voor de helft meegerekend worden. Er zal een inkomenstoets plaatsvinden. Tevens voeren wij een creditcheck uit. Voor alle toewijzingscriteria verwijzen wij u naar onze website. Indien u zich inschrijft via onze website NMGwonen, zullen wij u op basis van de verstrekte informatie automatisch per e-mail informeren over de woningen die beschikbaar komen en voldoen aan uw woonwensen.   Alle informatie is met de grootst mogelijke zorg samengesteld. Helaas kunnen wij niet altijd voorkomen dat de informatie enigszins afwijkt van de werkelijkheid. In sommige gevallen worden foto’s gebruikt van een soortgelijke woning of appartement en dienen als impressie. Aan de teksten, plattegronden, foto’s en maatvoeringen kunnen geen rechten worden ontleend.";https://cloud.funda.nl/valentina_media/189/360/170_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/189/360/170_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/189/360/170_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/189/360/170_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/189/360/170_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/189/360/170_2160x1440.jpg 2160w, https://cloud.funda.nl/valentina_media/189/360/165_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/189/360/165_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/189/360/165_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/189/360/165_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/189/360/165_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/189/360/165_2160x1440.jpg 2160w, https://cloud.funda.nl/valentina_media/189/360/166_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/189/360/166_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/189/360/166_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/189/360/166_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/189/360/166_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/189/360/166_2160x1440.jpg 2160w, https://cloud.funda.nl/valentina_media/189/360/167_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/189/360/167_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/189/360/167_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/189/360/167_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/189/360/167_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/189/360/167_2160x1440.jpg 2160w, https://cloud.funda.nl/valentina_media/189/360/168_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/189/360/168_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/189/360/168_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/189/360/168_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/189/360/168_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/189/360/168_2160x1440.jpg 2160w, https://cloud.funda.nl/valentina_media/189/360/169_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/189/360/169_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/189/360/169_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/189/360/169_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/189/360/169_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/189/360/169_2160x1440.jpg 2160w;1066;8775
