url;house_id;city;house_type;building_type;price;price_m2;room;bedroom;bathroom;living_area;energy_label;zip;address;year_built;house_age;descrip;photo;m3_gasverbruik_per_jaar;kwh_stroomvebruik_per_jaar
https://www.funda.nl/huur/wommels/appartement-43444179-walperterwei-8-8l/;43444179;wommels;appartement;Bestaande bouw;779;15.6;2;1;1;50;A;8731;Walperterwei 8 8L;1920;104;"KOM LANGS OP  DE  OPEN DAG  OP VRIJDAG  19 APRIL VAN 16.00  UUR  TOT 18.00 UUR!  Het voormalige  schoolgebouw van Bogerman in Wommels  is omgebouwd tot Bogermanhof;  een  unieke woonlocatie met 10 huurappartementen.   Er zijn 6 appartementen op de begane grond. Deze zijn voorzien van een keuken, douche en slaapgedeelte op de entresol.  Op de verdieping zijn 4 appartementen met woonkamer, open keuken, badkamer en aparte slaapkamer.  Alle appartementen zijn voorzien van een PVC vloer en een keukenopstelling met inductiekookplaat, combimagnetron, wasemkap, koelkast met vriesvak, mengkraan, spoelbak onderkasten en een hoge voorraadkast.  Alle appartementen hebben een eigen bergruimte en een eigen parkeerplaats op het terrein.  De huurprijzen zijn exclusief €55 servicekosten en €35 voor de parkeerplaats.  De borg is 1 maandhuur.   Nr.            m²           Huurprijs  1		73		€ 899,- excl. 	 2		69		€ 855,- excl.	 3		68		€ 855,- excl.	 4		68		€ 855,- excl.	 5		68		€ 855,- excl.	 6		77		€ 899,-excl.	 7		60		€ 829,- excl. 	 8		60		€ 829,- excl. 	 9		60		€ 829,- excl. 	 10		50		€ 779,- excl.  De energielabels van de appartementen variëren van energielabel A tot A++. Huurtoeslag aanvragen is voor bijna alle appartementen mogelijk, uitgezonderd appartement 1 en 6.  Inschrijven kan tot 29 april 09.00 uur, vraag daarvoor het inschrijfformulier bij ons op.   Zie ook bogermanhofwommels.nl";https://cloud.funda.nl/valentina_media/188/936/428_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/188/936/428_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/188/936/428_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/188/936/428_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/188/936/428_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/188/936/428_2160x1440.jpg 2160w, https://cloud.funda.nl/valentina_media/188/936/429_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/188/936/429_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/188/936/429_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/188/936/429_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/188/936/429_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/188/936/429_2160x1440.jpg 2160w, https://cloud.funda.nl/valentina_media/189/089/682_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/189/089/682_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/189/089/682_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/189/089/682_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/189/089/682_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/189/089/682_2160x1440.jpg 2160w, https://cloud.funda.nl/valentina_media/189/089/680_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/189/089/680_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/189/089/680_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/189/089/680_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/189/089/680_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/189/089/680_2160x1440.jpg 2160w, https://cloud.funda.nl/valentina_media/188/936/430_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/188/936/430_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/188/936/430_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/188/936/430_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/188/936/430_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/188/936/430_2160x1440.jpg 2160w, https://cloud.funda.nl/valentina_media/188/936/432_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/188/936/432_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/188/936/432_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/188/936/432_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/188/936/432_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/188/936/432_2160x1440.jpg 2160w, https://cloud.funda.nl/valentina_media/188/936/434_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/188/936/434_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/188/936/434_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/188/936/434_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/188/936/434_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/188/936/434_2160x1440.jpg 2160w, https://cloud.funda.nl/valentina_media/188/936/433_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/188/936/433_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/188/936/433_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/188/936/433_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/188/936/433_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/188/936/433_2160x1440.jpg 2160w, https://cloud.funda.nl/valentina_media/188/936/439_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/188/936/439_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/188/936/439_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/188/936/439_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/188/936/439_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/188/936/439_2160x1440.jpg 2160w, https://cloud.funda.nl/valentina_media/188/936/441_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/188/936/441_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/188/936/441_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/188/936/441_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/188/936/441_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/188/936/441_2160x1440.jpg 2160w, https://cloud.funda.nl/valentina_media/188/936/465_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/188/936/465_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/188/936/465_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/188/936/465_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/188/936/465_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/188/936/465_2160x1440.jpg 2160w, https://cloud.funda.nl/valentina_media/188/936/468_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/188/936/468_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/188/936/468_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/188/936/468_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/188/936/468_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/188/936/468_2160x1440.jpg 2160w, https://cloud.funda.nl/valentina_media/188/936/442_1440x960.jpg 1440w, https://cloud.funda.nl/valentina_media/188/936/442_180x120.jpg 180w, https://cloud.funda.nl/valentina_media/188/936/442_360x240.jpg 360w, https://cloud.funda.nl/valentina_media/188/936/442_720x480.jpg 720w, https://cloud.funda.nl/valentina_media/188/936/442_1080x720.jpg 1080w, https://cloud.funda.nl/valentina_media/188/936/442_2160x1440.jpg 2160w;914;7400
